Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,HOST,REPLICATE,Depth
SRR8040169,AMPLICON,600,78936978,PRJNA495906,SAMN10234039,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",55109501,MATIS OHF,2014-11,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",sea water,sea coast,sea water,SRX4870703,Iceland,Europe,Iceland:Hafnir,Illumina MiSeq,63.91 N 22.68 W,Haf4,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Haf4,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040111,AMPLICON,578,36775879,PRJNA495906,SAMN10234031,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",22218238,MATIS OHF,2016-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870761,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr17,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr17,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040129,AMPLICON,596,192957183,PRJNA495906,SAMN10234015,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",136325216,MATIS OHF,2015-03,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",sea water,sea coast,sea water,SRX4870743,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr1,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr1,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040135,AMPLICON,598,86133827,PRJNA495906,SAMN10234026,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",60194737,MATIS OHF,2015-12,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870737,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr12,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040143,AMPLICON,592,104066761,PRJNA495906,SAMN10233982,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",72906105,MATIS OHF,2015-11,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",sea water,sea coast,sea water,SRX4870729,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr7,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr7,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040162,AMPLICON,597,70601702,PRJNA495906,SAMN10234018,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",50178796,MATIS OHF,2015-07,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",sea water,sea coast,sea water,SRX4870710,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr4,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr4,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040165,AMPLICON,597,113850028,PRJNA495906,SAMN10234017,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",80517085,MATIS OHF,2015-03,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",sea water,sea coast,sea water,SRX4870707,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr3,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr3,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040167,AMPLICON,598,63947932,PRJNA495906,SAMN10234037,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",45212995,MATIS OHF,2014-04,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",sea water,sea coast,sea water,SRX4870705,Iceland,Europe,Iceland:Hafnir,Illumina MiSeq,63.91 N 22.68 W,Haf2,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Haf2,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040170,AMPLICON,599,64677507,PRJNA495906,SAMN10234040,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",44930133,MATIS OHF,2014-11,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",sea water,sea coast,sea water,SRX4870702,Iceland,Europe,Iceland:Hafnir,Illumina MiSeq,63.91 N 22.68 W,Haf5,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Haf5,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040173,AMPLICON,599,56693846,PRJNA495906,SAMN10234025,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",40661575,MATIS OHF,2015-12,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",sea water,sea coast,sea water,SRX4870699,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr11,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr11,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8043033,AMPLICON,595,74697481,PRJNA495906,SAMN10236537,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",53312485,MATIS OHF,2015-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872794,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp15,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp15,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 6,
SRR8040145,AMPLICON,595,127955629,PRJNA495906,SAMN10233980,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",89262788,MATIS OHF,2015-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870727,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr5,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr5,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040372,AMPLICON,595,45591437,PRJNA495906,SAMN10234785,"MIMS.me,MIGS/MIMS/MIMARKS.water",33272017,MATIS OHF,2015-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870898,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW3,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW3,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8040381,AMPLICON,600,66209904,PRJNA495906,SAMN10234796,"MIMS.me,MIGS/MIMS/MIMARKS.water",48634379,MATIS OHF,2015-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870889,Iceland,Europe,Iceland: Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,GroSW1,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,GroSW1,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8043029,AMPLICON,600,32660378,PRJNA495906,SAMN10236541,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",23880787,MATIS OHF,2015-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872798,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_SW1,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_SW1,SRP165270,2018-10-12T12:38:00Z,1,sea water,,
SRR8040158,AMPLICON,598,94656566,PRJNA495906,SAMN10234022,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",67474785,MATIS OHF,2015-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870714,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr8,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr8,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040160,AMPLICON,597,102248628,PRJNA495906,SAMN10234020,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",72383508,MATIS OHF,2015-07,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",sea water,sea coast,sea water,SRX4870712,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr6,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr6,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040368,AMPLICON,598,24389967,PRJNA495906,SAMN10234787,"MIMS.me,MIGS/MIMS/MIMARKS.water",13339775,MATIS OHF,2016-01,public,"run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",sea water,sea coast,sea water,SRX4870902,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW5,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW5,SRP165270,,,,,0
SRR8040370,AMPLICON,600,62713089,PRJNA495906,SAMN10234783,"MIMS.me,MIGS/MIMS/MIMARKS.water",45898519,MATIS OHF,2015-09,public,"fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",sea water,sea coast,sea water,SRX4870900,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW1,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW1,SRP165270,,,,,0
SRR8043034,AMPLICON,595,84085246,PRJNA495906,SAMN10236536,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",59911579,MATIS OHF,2015-07,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872793,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp14,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp14,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 5,
